,Story,Sentence,Type
43,גיא עד גוש דן,"ויום אחד, מתוך געגוע, נוסטלגיה או השד יודע מה, הלכתי לראות את הבית שלו.",NotDescriptive
44,גיא עד גוש דן,"אבל הגוף הזה, שערוריה,",Descriptive
45,גיא עד גוש דן,"הוא רצה קירבהרוךנשימות, כמו כולנו, ולאט לאט רכן אלי והתחיל לסעוד אותי בעדינות מענגת, מופלאה, מופתית.",Descriptive
46,גיא עד גוש דן,"גם כשהעניקו לי תושבות כבוד, וכל המבקרים מחאו כפיים, הם לא הסירו את משקפיהם והילדים לא השתובבו.",NotDescriptive
47,גיא עד גוש דן,"אמרתי לו, 'בחיי, נו. אנה פרנק'.",NotDescriptive
48,גיא עד גוש דן,"מאוחר יותר הוא ביקש את מספר הטלפון שלי ובימים הבאים התקשר, שלח מוניות, קבע איתי במקומות, ואני, שתגובתו יצרה בי תחושה נדירה של קבלה, נעניתי, נסעתי, והסכמתי להתקרב.",NotDescriptive
49,גיא עד גוש דן,"הייתי במסעדה בתל-אביב, ניגש אליי איש בגלבייה לבנה ואמר: 'נעים מאד, קוראים לי דן בן-אמוץ, שמעת עלי?'",NotDescriptive
50,גיא עד גוש דן,"אמרתי לו, 'מר בן-אמוץ, תרשה לי להראות לך משהו'. הוצאתי את תעודת הזהות שלי מהתיק והראיתי לו.",NotDescriptive
51,גיא עד גוש דן,מאז ומתמיד היו לכך תגובות קשות.,NotDescriptive
52,גיא עד גוש דן,הבית לא היה.,NotDescriptive
53,גיא עד גוש דן,"הוא המשיך לצחוק ואמר, 'מצוין, מצוין'.",NotDescriptive
54,גיא עד גוש דן," התקשר, שלח מוניות, קבע איתי במקומות, ",Descriptive
55,גיא עד גוש דן,נשארתי אצלו ואכלתי כל מה שבישל.,NotDescriptive
56,גיא עד גוש דן,"שאלתי אנשים מהגוש, שכנים, מכולת, ים, ירקות, מה קורה.",Descriptive
57,גיא עד גוש דן,"גופי הבקיע קולות שגוף מבקיע כשנחמדים אליו, היישר אל תוך חלל הבית, ובין הקשתות של יפו זה נשמע כמו שירה.",Descriptive
58,גיא עד גוש דן," ניתוח- לב- פתוח, הוא אמר לי בשעה שספרתי את הפסים.",NotDescriptive
59,גיא עד גוש דן,"'יש לי סרטן', הוא אמר לי בפתאומיות אחרי כמה ימים. 'רוצה לפתן?'",NotDescriptive
60,גיא עד גוש דן,כזה איש הוא היה. סקרן.,NotDescriptive
61,גיא עד גוש דן,"הזמן חלף, ובכל פעם שנזכרתי בַּאיש עבר בי פמפום.",NotDescriptive
62,גיא עד גוש דן,זה קרה לפני כמה שנים. ,NotDescriptive
63,גיא עד גוש דן,"אבל הגוף הזה, שערוריה, והוא מת.",Descriptive
