,Story,Sentence,Type
19,גשרים-גילי דודיקמן 2016,"היא לא נהגה לעשן בצרורות, אבל בגלל שלא יכלה לשתות כי הייתה צריכה לנהוג חזרה, הרגישה צורך למלא את החלל הריק שנפער בינה לבין החברה שסבבה אותה.",NotDescriptive
20,גשרים-גילי דודיקמן 2016,"היא לא נהגה לעשן בצרורות, אבל בגלל שלא יכלה לשתות כי הייתה צריכה לנהוג חזרה, הרגישה צורך למלא את החלל הריק שנפער בינה לבין החברה שסבבה אותה.",NotDescriptive
21,גשרים-גילי דודיקמן 2016,"שאולי זה יעשה לה טוב, ואולי העיר הזאת קטנה מדי בשבילה ובשביל הגשר.",NotDescriptive
22,גשרים-גילי דודיקמן 2016,"שאולי זה יעשה לה טוב, ואולי העיר הזאת קטנה מדי בשבילה ובשביל הגשר.",NotDescriptive
23,גשרים-גילי דודיקמן 2016,"שאולי זה יעשה לה טוב, ואולי העיר הזאת קטנה מדי בשבילה ובשביל הגשר.",NotDescriptive
24,גשרים-גילי דודיקמן 2016,רק ברגע שעברה את הסלקטור הקשוח בכניסה הצליחה לנשום לרווחה.,NotDescriptive
25,גשרים-גילי דודיקמן 2016,רק ברגע שעברה את הסלקטור הקשוח בכניסה הצליחה לנשום לרווחה.,NotDescriptive
26,גשרים-גילי דודיקמן 2016,רק ברגע שעברה את הסלקטור הקשוח בכניסה הצליחה לנשום לרווחה.,NotDescriptive
27,גשרים-גילי דודיקמן 2016,החברים שלו לקחו את הדברים שלהם ועזבו מיד כשראו שנוכחותם אינה רצויה עוד.,NotDescriptive
28,גשרים-גילי דודיקמן 2016,החברים שלו לקחו את הדברים שלהם ועזבו מיד כשראו שנוכחותם אינה רצויה עוד.,NotDescriptive
29,גשרים-גילי דודיקמן 2016,החברים שלו לקחו את הדברים שלהם ועזבו מיד כשראו שנוכחותם אינה רצויה עוד.,NotDescriptive
30,גשרים-גילי דודיקמן 2016,"כיווצה את שפתיה, וברגע שבאה לזוז מהטלוויזיה שלפה את הגשר מתוך הכיס במהירות.",NotDescriptive
31,גשרים-גילי דודיקמן 2016,"כיווצה את שפתיה, וברגע שבאה לזוז מהטלוויזיה שלפה את הגשר מתוך הכיס במהירות.",NotDescriptive
32,גשרים-גילי דודיקמן 2016,"כיווצה את שפתיה, וברגע שבאה לזוז מהטלוויזיה שלפה את הגשר מתוך הכיס במהירות.",NotDescriptive
33,גשרים-גילי דודיקמן 2016," הסיגריה גרמה לה לסחרחורת בתערובת של בחילה, אבל לא כיבתה אותה.",Descriptive
34,גשרים-גילי דודיקמן 2016," הסיגריה גרמה לה לסחרחורת בתערובת של בחילה, אבל לא כיבתה אותה.",Descriptive
35,גשרים-גילי דודיקמן 2016," הסיגריה גרמה לה לסחרחורת בתערובת של בחילה, אבל לא כיבתה אותה.",Descriptive
36,גשרים-גילי דודיקמן 2016,נזכרה בשתיקות שלו ובדרך התמציתית שלו לתאר דברים.,NotDescriptive
37,גשרים-גילי דודיקמן 2016,נזכרה בשתיקות שלו ובדרך התמציתית שלו לתאר דברים.,NotDescriptive
38,גשרים-גילי דודיקמן 2016,נזכרה בשתיקות שלו ובדרך התמציתית שלו לתאר דברים.,NotDescriptive
39,גשרים-גילי דודיקמן 2016,"פעם שאלה אותו אם היה אומר את אותו הדבר גם על גשר, אם מי שבנה אותו השקיע את מיטב מאמציו, אבל זה לא היה מספיק טוב והגשר התמוטט.",NotDescriptive
40,גשרים-גילי דודיקמן 2016,"פעם שאלה אותו אם היה אומר את אותו הדבר גם על גשר, אם מי שבנה אותו השקיע את מיטב מאמציו, אבל זה לא היה מספיק טוב והגשר התמוטט.",NotDescriptive
41,גשרים-גילי דודיקמן 2016,"פעם שאלה אותו אם היה אומר את אותו הדבר גם על גשר, אם מי שבנה אותו השקיע את מיטב מאמציו, אבל זה לא היה מספיק טוב והגשר התמוטט.",NotDescriptive
42,גשרים-גילי דודיקמן 2016,שהיו עליו מספר צ’ייסרים של ערק ופלחי לימון משומשים.,Descriptive
43,גשרים-גילי דודיקמן 2016,שהיו עליו מספר צ’ייסרים של ערק ופלחי לימון משומשים.,Descriptive
44,גשרים-גילי דודיקמן 2016,שהיו עליו מספר צ’ייסרים של ערק ופלחי לימון משומשים.,Descriptive
45,גשרים-גילי דודיקמן 2016,היא הייתה חדורת מוטיבציה והכינה לשניהם שתי כוסות נס קפה על חלב ופרוסת לחם עם שוקולד.,Descriptive
46,גשרים-גילי דודיקמן 2016,היא הייתה חדורת מוטיבציה והכינה לשניהם שתי כוסות נס קפה על חלב ופרוסת לחם עם שוקולד.,Descriptive
47,גשרים-גילי דודיקמן 2016,היא הייתה חדורת מוטיבציה והכינה לשניהם שתי כוסות נס קפה על חלב ופרוסת לחם עם שוקולד.,Descriptive
48,גשרים-גילי דודיקמן 2016,"גשר היה מואר כמו תמיד, רק שהפעם האורות סנוורו את עיניה עד שבקושי יכלה לראות את הדרך.",NotDescriptive
49,גשרים-גילי דודיקמן 2016,"גשר היה מואר כמו תמיד, רק שהפעם האורות סנוורו את עיניה עד שבקושי יכלה לראות את הדרך.",NotDescriptive
50,גשרים-גילי דודיקמן 2016,"גשר היה מואר כמו תמיד, רק שהפעם האורות סנוורו את עיניה עד שבקושי יכלה לראות את הדרך.",NotDescriptive
51,גשרים-גילי דודיקמן 2016,"הצליחה לאסוף את רובם, חלקם השאירה בדירה, לא ראתה טעם לחזור במיוחד כדי לקחת אותם.",NotDescriptive
52,גשרים-גילי דודיקמן 2016,"הצליחה לאסוף את רובם, חלקם השאירה בדירה, לא ראתה טעם לחזור במיוחד כדי לקחת אותם.",NotDescriptive
53,גשרים-גילי דודיקמן 2016,"הצליחה לאסוף את רובם, חלקם השאירה בדירה, לא ראתה טעם לחזור במיוחד כדי לקחת אותם.",NotDescriptive
54,גשרים-גילי דודיקמן 2016,חשבה ללכת לשאול אותו אבל וויתרה על הרעיון הזה ברגע שעלה במוחה.,NotDescriptive
55,גשרים-גילי דודיקמן 2016,חשבה ללכת לשאול אותו אבל וויתרה על הרעיון הזה ברגע שעלה במוחה.,NotDescriptive
56,גשרים-גילי דודיקמן 2016,חשבה ללכת לשאול אותו אבל וויתרה על הרעיון הזה ברגע שעלה במוחה.,NotDescriptive
57,גשרים-גילי דודיקמן 2016,"רצתה להספיק לסיים כמה דברים, והשעה הייתה כבר מאוחרת.",NotDescriptive
58,גשרים-גילי דודיקמן 2016,"רצתה להספיק לסיים כמה דברים, והשעה הייתה כבר מאוחרת.",NotDescriptive
59,גשרים-גילי דודיקמן 2016,"רצתה להספיק לסיים כמה דברים, והשעה הייתה כבר מאוחרת.",NotDescriptive
60,גשרים-גילי דודיקמן 2016,"שרירי גופה רעדו בניגוד לרצונה, והרגישה איך הברכיים מתחילות להיחלש ולבגוד בה.",NotDescriptive
61,גשרים-גילי דודיקמן 2016,"שרירי גופה רעדו בניגוד לרצונה, והרגישה איך הברכיים מתחילות להיחלש ולבגוד בה.",NotDescriptive
62,גשרים-גילי דודיקמן 2016,"שרירי גופה רעדו בניגוד לרצונה, והרגישה איך הברכיים מתחילות להיחלש ולבגוד בה.",NotDescriptive
63,גשרים-גילי דודיקמן 2016,היא התקדמה לכיוון המכונית בצעדים נמהרים,NotDescriptive
64,גשרים-גילי דודיקמן 2016,היא התקדמה לכיוון המכונית בצעדים נמהרים,NotDescriptive
65,גשרים-גילי דודיקמן 2016,היא התקדמה לכיוון המכונית בצעדים נמהרים,NotDescriptive
66,גשרים-גילי דודיקמן 2016,נועה טרקה מאחוריה את הדלת.,Descriptive
67,גשרים-גילי דודיקמן 2016,נועה טרקה מאחוריה את הדלת.,Descriptive
68,גשרים-גילי דודיקמן 2016,נועה טרקה מאחוריה את הדלת.,Descriptive
69,גשרים-גילי דודיקמן 2016,לא ידעה איך לענות לשאלה הזאת.,NotDescriptive
70,גשרים-גילי דודיקמן 2016,לא ידעה איך לענות לשאלה הזאת.,NotDescriptive
71,גשרים-גילי דודיקמן 2016,לא ידעה איך לענות לשאלה הזאת.,NotDescriptive
72,גשרים-גילי דודיקמן 2016,"הבאמפר בכניסה אליו תמיד הפתיע אותה, כל פעם היה נדמה לה שהוא צומח בעוד מספר סנטימטרים.",NotDescriptive
73,גשרים-גילי דודיקמן 2016,"הבאמפר בכניסה אליו תמיד הפתיע אותה, כל פעם היה נדמה לה שהוא צומח בעוד מספר סנטימטרים.",NotDescriptive
74,גשרים-גילי דודיקמן 2016,"הבאמפר בכניסה אליו תמיד הפתיע אותה, כל פעם היה נדמה לה שהוא צומח בעוד מספר סנטימטרים.",NotDescriptive
75,גשרים-גילי דודיקמן 2016,היא הכניסה אותו חזרה לכיס והלכה לסלון לאכול את מה שהכינה.,NotDescriptive
76,גשרים-גילי דודיקמן 2016,היא הכניסה אותו חזרה לכיס והלכה לסלון לאכול את מה שהכינה.,NotDescriptive
77,גשרים-גילי דודיקמן 2016,היא הכניסה אותו חזרה לכיס והלכה לסלון לאכול את מה שהכינה.,NotDescriptive
78,גשרים-גילי דודיקמן 2016,מספיק טוב לא הספיק לה.,NotDescriptive
79,גשרים-גילי דודיקמן 2016,מספיק טוב לא הספיק לה.,NotDescriptive
80,גשרים-גילי דודיקמן 2016,מספיק טוב לא הספיק לה.,NotDescriptive
81,גשרים-גילי דודיקמן 2016,האמת ששנאה את הנוכחות שלו.,NotDescriptive
82,גשרים-גילי דודיקמן 2016,האמת ששנאה את הנוכחות שלו.,NotDescriptive
83,גשרים-גילי דודיקמן 2016,האמת ששנאה את הנוכחות שלו.,NotDescriptive
84,גשרים-גילי דודיקמן 2016,הסיגריה שרפה בקצות אצבעותיה וגרמה לה לחזור למציאות.,NotDescriptive
85,גשרים-גילי דודיקמן 2016,הסיגריה שרפה בקצות אצבעותיה וגרמה לה לחזור למציאות.,NotDescriptive
86,גשרים-גילי דודיקמן 2016,הסיגריה שרפה בקצות אצבעותיה וגרמה לה לחזור למציאות.,NotDescriptive
87,גשרים-גילי דודיקמן 2016,"היא כיבתה אותה, או מה שנשאר מהבדל השרוף.",MightDescriptive
88,גשרים-גילי דודיקמן 2016,"היא כיבתה אותה, או מה שנשאר מהבדל השרוף.",MightDescriptive
89,גשרים-גילי דודיקמן 2016,"היא כיבתה אותה, או מה שנשאר מהבדל השרוף.",MightDescriptive
90,גשרים-גילי דודיקמן 2016,נועה הדליקה סיגריה נוספת והצטערה עליה.,NotDescriptive
91,גשרים-גילי דודיקמן 2016,נועה הדליקה סיגריה נוספת והצטערה עליה.,NotDescriptive
92,גשרים-גילי דודיקמן 2016,נועה הדליקה סיגריה נוספת והצטערה עליה.,NotDescriptive
93,גשרים-גילי דודיקמן 2016,אחרי שגמרה אותה נכנסה להתקלח.,NotDescriptive
94,גשרים-גילי דודיקמן 2016,אחרי שגמרה אותה נכנסה להתקלח.,NotDescriptive
95,גשרים-גילי דודיקמן 2016,אחרי שגמרה אותה נכנסה להתקלח.,NotDescriptive
96,גשרים-גילי דודיקמן 2016,"אולי לומר שהכינה לו, אבל ידעה שזה לא אמין, הם לא היו מסוג השותפים האלה שעושים אחד בשביל השני.",NotDescriptive
97,גשרים-גילי דודיקמן 2016,"אולי לומר שהכינה לו, אבל ידעה שזה לא אמין, הם לא היו מסוג השותפים האלה שעושים אחד בשביל השני.",NotDescriptive
98,גשרים-גילי דודיקמן 2016,"אולי לומר שהכינה לו, אבל ידעה שזה לא אמין, הם לא היו מסוג השותפים האלה שעושים אחד בשביל השני.",NotDescriptive
99,גשרים-גילי דודיקמן 2016,"קבוקי בירה ריקים היו מפוזרים בכל פינה, בדלי סיגריות על הרצפה ובתוך העציצים והכיור היה מלא בכלים מלוכלכים.",Descriptive
100,גשרים-גילי דודיקמן 2016,"קבוקי בירה ריקים היו מפוזרים בכל פינה, בדלי סיגריות על הרצפה ובתוך העציצים והכיור היה מלא בכלים מלוכלכים.",Descriptive
101,גשרים-גילי דודיקמן 2016,"קבוקי בירה ריקים היו מפוזרים בכל פינה, בדלי סיגריות על הרצפה ובתוך העציצים והכיור היה מלא בכלים מלוכלכים.",Descriptive
102,גשרים-גילי דודיקמן 2016,כבר דמיינה איך היא מכניסה את המפתח למנעול הדלת ואת הקליק המתכתי שנותן לה תחושה של בית.,NotDescriptive
103,גשרים-גילי דודיקמן 2016,כבר דמיינה איך היא מכניסה את המפתח למנעול הדלת ואת הקליק המתכתי שנותן לה תחושה של בית.,NotDescriptive
104,גשרים-גילי דודיקמן 2016,כבר דמיינה איך היא מכניסה את המפתח למנעול הדלת ואת הקליק המתכתי שנותן לה תחושה של בית.,NotDescriptive
105,גשרים-גילי דודיקמן 2016,"אבל כשהגיעה לסופו מצאה את עצמה כבר בתוך המיטה המחממת לבושה בפיג’מה, והגשר לידה כאילו מחכה שתכסה אותו, או שתחזיר אותו למקומו הטבעי.",Descriptive
106,גשרים-גילי דודיקמן 2016,"אבל כשהגיעה לסופו מצאה את עצמה כבר בתוך המיטה המחממת לבושה בפיג’מה, והגשר לידה כאילו מחכה שתכסה אותו, או שתחזיר אותו למקומו הטבעי.",Descriptive
107,גשרים-גילי דודיקמן 2016,"אבל כשהגיעה לסופו מצאה את עצמה כבר בתוך המיטה המחממת לבושה בפיג’מה, והגשר לידה כאילו מחכה שתכסה אותו, או שתחזיר אותו למקומו הטבעי.",Descriptive
108,גשרים-גילי דודיקמן 2016,היא ישבה על יד שולחן גבוה שהיו עליו מספר צ’ייסרים של ערק ופלחי לימון משומשים.,MightDescriptive
109,גשרים-גילי דודיקמן 2016,היא ישבה על יד שולחן גבוה שהיו עליו מספר צ’ייסרים של ערק ופלחי לימון משומשים.,MightDescriptive
110,גשרים-גילי דודיקמן 2016,היא ישבה על יד שולחן גבוה שהיו עליו מספר צ’ייסרים של ערק ופלחי לימון משומשים.,MightDescriptive
111,גשרים-גילי דודיקמן 2016,"הם הסתפקו בפרוסה אחת, היא תאכל את הקצוות והוא את החלק הרך.",NotDescriptive
112,גשרים-גילי דודיקמן 2016,"הם הסתפקו בפרוסה אחת, היא תאכל את הקצוות והוא את החלק הרך.",NotDescriptive
113,גשרים-גילי דודיקמן 2016,"הם הסתפקו בפרוסה אחת, היא תאכל את הקצוות והוא את החלק הרך.",NotDescriptive
114,גשרים-גילי דודיקמן 2016,"היא עצרה בפתח של הבניין, הדליקה סיגריה, פשפשה בכיס המכנסים והוציאה את הגשר הפרטי שלה. ופרשה אותו לכל אורכו של הרחוב.
",NotDescriptive
115,גשרים-גילי דודיקמן 2016,"היא עצרה בפתח של הבניין, הדליקה סיגריה, פשפשה בכיס המכנסים והוציאה את הגשר הפרטי שלה. ופרשה אותו לכל אורכו של הרחוב.
",NotDescriptive
116,גשרים-גילי דודיקמן 2016,"היא עצרה בפתח של הבניין, הדליקה סיגריה, פשפשה בכיס המכנסים והוציאה את הגשר הפרטי שלה. ופרשה אותו לכל אורכו של הרחוב.
",NotDescriptive
117,גשרים-גילי דודיקמן 2016,"ביציאה מהגשר היה באמפר קטן, שתמיד נראה לה שמתכווץ בכל פעם שעלתה עליו.",Descriptive
118,גשרים-גילי דודיקמן 2016,"ביציאה מהגשר היה באמפר קטן, שתמיד נראה לה שמתכווץ בכל פעם שעלתה עליו.",Descriptive
119,גשרים-גילי דודיקמן 2016,"ביציאה מהגשר היה באמפר קטן, שתמיד נראה לה שמתכווץ בכל פעם שעלתה עליו.",Descriptive
120,גשרים-גילי דודיקמן 2016,"נועה הסתכלה עליו והמתינה, חיכתה להתנצלות שאף פעם לא תגיע.",NotDescriptive
121,גשרים-גילי דודיקמן 2016,"נועה הסתכלה עליו והמתינה, חיכתה להתנצלות שאף פעם לא תגיע.",NotDescriptive
122,גשרים-גילי דודיקמן 2016,"נועה הסתכלה עליו והמתינה, חיכתה להתנצלות שאף פעם לא תגיע.",NotDescriptive
123,גשרים-גילי דודיקמן 2016,ראות איך האש מחליפה צבעים כשעשן כהה עולה ממנה,Descriptive
124,גשרים-גילי דודיקמן 2016,ראות איך האש מחליפה צבעים כשעשן כהה עולה ממנה,Descriptive
125,גשרים-גילי דודיקמן 2016,ראות איך האש מחליפה צבעים כשעשן כהה עולה ממנה,Descriptive
126,גשרים-גילי דודיקמן 2016," ואז היא הרגישה אותו בקצות אצבעותיה ותחושת ניצחון עלתה בה, הדליקה פנסים ופרסה אותו לפניה בתחושת גאווה של לוחמים.",MightDescriptive
127,גשרים-גילי דודיקמן 2016," ואז היא הרגישה אותו בקצות אצבעותיה ותחושת ניצחון עלתה בה, הדליקה פנסים ופרסה אותו לפניה בתחושת גאווה של לוחמים.",MightDescriptive
128,גשרים-גילי דודיקמן 2016," ואז היא הרגישה אותו בקצות אצבעותיה ותחושת ניצחון עלתה בה, הדליקה פנסים ופרסה אותו לפניה בתחושת גאווה של לוחמים.",MightDescriptive
129,גשרים-גילי דודיקמן 2016,"לא תיארה לעצמה שככה ירגיש הצעד האחרון שתעשה מפתח דירתה, כאילו היא נוהגת בכביש מהיר כשרמזור אדום מופיע לפניה.",Descriptive
130,גשרים-גילי דודיקמן 2016,"לא תיארה לעצמה שככה ירגיש הצעד האחרון שתעשה מפתח דירתה, כאילו היא נוהגת בכביש מהיר כשרמזור אדום מופיע לפניה.",Descriptive
131,גשרים-גילי דודיקמן 2016,"לא תיארה לעצמה שככה ירגיש הצעד האחרון שתעשה מפתח דירתה, כאילו היא נוהגת בכביש מהיר כשרמזור אדום מופיע לפניה.",Descriptive
132,גשרים-גילי דודיקמן 2016,"אבל תמיד ידעה שהגשר יהיה שם בשבילה, יתקפל כמו אולר ויפתח כמו מצנח מתי שרק תבחר לשלוף אותו החוצה.",NotDescriptive
133,גשרים-גילי דודיקמן 2016,"אבל תמיד ידעה שהגשר יהיה שם בשבילה, יתקפל כמו אולר ויפתח כמו מצנח מתי שרק תבחר לשלוף אותו החוצה.",NotDescriptive
134,גשרים-גילי דודיקמן 2016,"אבל תמיד ידעה שהגשר יהיה שם בשבילה, יתקפל כמו אולר ויפתח כמו מצנח מתי שרק תבחר לשלוף אותו החוצה.",NotDescriptive
135,גשרים-גילי דודיקמן 2016,"שניר התקרב לשולחן, הרים את אחת הכוסות והריח כדי לוודא מה מסתתר בתוך מעטפת המשקה השקוף.",NotDescriptive
136,גשרים-גילי דודיקמן 2016,"שניר התקרב לשולחן, הרים את אחת הכוסות והריח כדי לוודא מה מסתתר בתוך מעטפת המשקה השקוף.",NotDescriptive
137,גשרים-גילי דודיקמן 2016,"שניר התקרב לשולחן, הרים את אחת הכוסות והריח כדי לוודא מה מסתתר בתוך מעטפת המשקה השקוף.",NotDescriptive
138,גשרים-גילי דודיקמן 2016,ועה הוציאה במהירות מהתיק את קופסת הסיגריות הכחולה ושלפה מתוכה סיגריה דקיקה.,NotDescriptive
139,גשרים-גילי דודיקמן 2016,ועה הוציאה במהירות מהתיק את קופסת הסיגריות הכחולה ושלפה מתוכה סיגריה דקיקה.,NotDescriptive
140,גשרים-גילי דודיקמן 2016,ועה הוציאה במהירות מהתיק את קופסת הסיגריות הכחולה ושלפה מתוכה סיגריה דקיקה.,NotDescriptive
141,גשרים-גילי דודיקמן 2016,"אז שמעה את הקליק המתכתי כשנעלה אחריה את הדלת המתפוררת, ודמיינה את הינף ידו של אביה שהייתה שם לרגע ומיד נעלמה.",NotDescriptive
142,גשרים-גילי דודיקמן 2016,"אז שמעה את הקליק המתכתי כשנעלה אחריה את הדלת המתפוררת, ודמיינה את הינף ידו של אביה שהייתה שם לרגע ומיד נעלמה.",NotDescriptive
143,גשרים-גילי דודיקמן 2016,"אז שמעה את הקליק המתכתי כשנעלה אחריה את הדלת המתפוררת, ודמיינה את הינף ידו של אביה שהייתה שם לרגע ומיד נעלמה.",NotDescriptive
144,גשרים-גילי דודיקמן 2016,הסלון היה אפוף עשן סיגריות והיא התחילה להרגיש איך תחושת הבחילה מזדחלת לה שוב.,NotDescriptive
145,גשרים-גילי דודיקמן 2016,הסלון היה אפוף עשן סיגריות והיא התחילה להרגיש איך תחושת הבחילה מזדחלת לה שוב.,NotDescriptive
146,גשרים-גילי דודיקמן 2016,הסלון היה אפוף עשן סיגריות והיא התחילה להרגיש איך תחושת הבחילה מזדחלת לה שוב.,NotDescriptive
147,גשרים-גילי דודיקמן 2016,היה כמו אות אזהרה שסימן לה שתתכונן כי הגיעה ליעד.,NotDescriptive
148,גשרים-גילי דודיקמן 2016,היה כמו אות אזהרה שסימן לה שתתכונן כי הגיעה ליעד.,NotDescriptive
149,גשרים-גילי דודיקמן 2016,היה כמו אות אזהרה שסימן לה שתתכונן כי הגיעה ליעד.,NotDescriptive
150,גשרים-גילי דודיקמן 2016,"היא נשארה לשבת בסלון מספר דקות נוספות לאחר שגמרה את הקפה, וניסתה להיזכר איך המריבה שלהם מלילה קודם נגמרה.",NotDescriptive
151,גשרים-גילי דודיקמן 2016,"היא נשארה לשבת בסלון מספר דקות נוספות לאחר שגמרה את הקפה, וניסתה להיזכר איך המריבה שלהם מלילה קודם נגמרה.",NotDescriptive
152,גשרים-גילי דודיקמן 2016,"היא נשארה לשבת בסלון מספר דקות נוספות לאחר שגמרה את הקפה, וניסתה להיזכר איך המריבה שלהם מלילה קודם נגמרה.",NotDescriptive
153,גשרים-גילי דודיקמן 2016,מבחינתה הבית היה יכול לעלות באש ולהישרף מהעולם הזה.,NotDescriptive
154,גשרים-גילי דודיקמן 2016,מבחינתה הבית היה יכול לעלות באש ולהישרף מהעולם הזה.,NotDescriptive
155,גשרים-גילי דודיקמן 2016,מבחינתה הבית היה יכול לעלות באש ולהישרף מהעולם הזה.,NotDescriptive
156,גשרים-גילי דודיקמן 2016,בחרה בדרך הקלה ואמרה לו שהיא עוזבת.,NotDescriptive
157,גשרים-גילי דודיקמן 2016,בחרה בדרך הקלה ואמרה לו שהיא עוזבת.,NotDescriptive
158,גשרים-גילי דודיקמן 2016,בחרה בדרך הקלה ואמרה לו שהיא עוזבת.,NotDescriptive
159,גשרים-גילי דודיקמן 2016,"נועה הייתה מבולבלת, לא זכרה שאמרה דבר כזה, אבל גם לא ביטלה את הרעיון.",NotDescriptive
160,גשרים-גילי דודיקמן 2016,"נועה הייתה מבולבלת, לא זכרה שאמרה דבר כזה, אבל גם לא ביטלה את הרעיון.",NotDescriptive
161,גשרים-גילי דודיקמן 2016,"נועה הייתה מבולבלת, לא זכרה שאמרה דבר כזה, אבל גם לא ביטלה את הרעיון.",NotDescriptive
162,גשרים-גילי דודיקמן 2016,היא כיבתה אותה,NotDescriptive
163,גשרים-גילי דודיקמן 2016,היא כיבתה אותה,NotDescriptive
164,גשרים-גילי דודיקמן 2016,היא כיבתה אותה,NotDescriptive
165,גשרים-גילי דודיקמן 2016,"לפעמים הרגישה שהוא עושה לה דווקא, כאילו מתחמק בכוונה מאחיזתה בו.",Descriptive
166,גשרים-גילי דודיקמן 2016,"לפעמים הרגישה שהוא עושה לה דווקא, כאילו מתחמק בכוונה מאחיזתה בו.",Descriptive
167,גשרים-גילי דודיקמן 2016,"לפעמים הרגישה שהוא עושה לה דווקא, כאילו מתחמק בכוונה מאחיזתה בו.",Descriptive
168,גשרים-גילי דודיקמן 2016,"האמת, היא הייתה נהנית מהמחזה המרהיב שהיה יכול להתגלות מול עיניה.",Descriptive
169,גשרים-גילי דודיקמן 2016,"האמת, היא הייתה נהנית מהמחזה המרהיב שהיה יכול להתגלות מול עיניה.",Descriptive
170,גשרים-גילי דודיקמן 2016,"האמת, היא הייתה נהנית מהמחזה המרהיב שהיה יכול להתגלות מול עיניה.",Descriptive
171,גשרים-גילי דודיקמן 2016,"ירדה במדרגות לאט, מדרגה-מדרגה, תוך כדי שחשבה לאן תלך ואיפה תישן.",Descriptive
172,גשרים-גילי דודיקמן 2016,"ירדה במדרגות לאט, מדרגה-מדרגה, תוך כדי שחשבה לאן תלך ואיפה תישן.",Descriptive
173,גשרים-גילי דודיקמן 2016,"ירדה במדרגות לאט, מדרגה-מדרגה, תוך כדי שחשבה לאן תלך ואיפה תישן.",Descriptive
174,גשרים-גילי דודיקמן 2016,ניסו לגרום לה להבין שגשר לא יכול להיכנס לכיס.,NotDescriptive
175,גשרים-גילי דודיקמן 2016,ניסו לגרום לה להבין שגשר לא יכול להיכנס לכיס.,NotDescriptive
176,גשרים-גילי דודיקמן 2016,ניסו לגרום לה להבין שגשר לא יכול להיכנס לכיס.,NotDescriptive
177,גשרים-גילי דודיקמן 2016,"גידו ישב בסלון עם ארבעה חברים, צפו במשחק כדורסל כאילו רואים סרט בקולנוע.",NotDescriptive
178,גשרים-גילי דודיקמן 2016,"גידו ישב בסלון עם ארבעה חברים, צפו במשחק כדורסל כאילו רואים סרט בקולנוע.",NotDescriptive
179,גשרים-גילי דודיקמן 2016,"גידו ישב בסלון עם ארבעה חברים, צפו במשחק כדורסל כאילו רואים סרט בקולנוע.",NotDescriptive
180,גשרים-גילי דודיקמן 2016,"היא טרקה את הדלת אחריה, ולפני שהתפנתה לעשות דבר נוסף, פתחה את תריס החלון הקטן.",NotDescriptive
