,Story,Sentence,Type
35,משפחה - דבורה בארון,"שוּב חנוך אחד קטן, שהיה מתרוצץ בודאי כל היום ברגליו היחפות על פני הדשא החם",Descriptive
36,משפחה - דבורה בארון,"הכבשים הגדולים, מנוסי החיים, עמדו עמידה מאוששת, בסבלנוּת, אולם הטלאים התנודדו וגעו מר",Descriptive
37,משפחה - דבורה בארון,"אד דק עלה בתמור מתוך אגן הרחצה, ובסמוך פה, על הניר הצבעוני, היה מונח הסבון ה’טוב', מעורטל ושלם על כל בליטותיו",Descriptive
38,משפחה - דבורה בארון,מכורבלת במעיל מוך עם סודר גדול שלא לפי מידתה ממעל,Descriptive
39,משפחה - דבורה בארון,ככה עברו הימים.,NotDescriptive
40,משפחה - דבורה בארון,"נשים גדולות היו וזעוּפות עפעפים, אבל מבּטן טוב, ובצחקן והיה זה מקרב לב.",Descriptive
41,משפחה - דבורה בארון,הבית נתמלא לוֹבן עז וכמו נתרוח.,Descriptive
42,משפחה - דבורה בארון,"מַחלה בת אבנר, אחות ברוך, ילדה עתה את ילדה השלישי, ומושה אף היא נוֹלדוּ לה בּתיה, הבכירה, וחנה־אסתר, ואחר הוסיפה וילדה עוד את מחלה ואת ליבה, תאוֹמוֹת, וּבשביל אלה באָה פעם לבקש מדינה את כסאות הילדים.",NotDescriptive
43,משפחה - דבורה בארון,"אם עלתה הלבנה, היתה היא בודדה בשמים כמוהם הם על הסף.",Descriptive
44,משפחה - דבורה בארון,"החדר טוּאטא אחרי צאת הילדים, ואביה החוֹלני שתה תה מהוּל בחלב והקשיב לקטני אחיה, אשר שננו לפניו את פרשת השבוע",NotDescriptive
45,משפחה - דבורה בארון,"שלמה, זקנו של ברוך מצד אמו, קרא לבנו האחד לוי־נתן על שם אבי אשתו, שהיתה ילידת חוץ",NotDescriptive
46,משפחה - דבורה בארון,"אלמן מאשתו היה, ושתי בנותיו הנשואות, מושה ומחלה, נבהלו לבוא מבית בעליהן, פרשו אל המחסן, במקום שנמצא להן מקום נוח לישיבה",NotDescriptive
47,משפחה - דבורה בארון,בבית־התפילה הקרוב חרקה פעם בפעם הדלת,Descriptive
48,משפחה - דבורה בארון,"שערוֹ עבות, וּמזגוֹ רך ופניו עטוּרות זקן משי שחור, שהיה מתנשב פעם בפעם ברוּח השדה",Descriptive
49,משפחה - דבורה בארון,"דינה הורידה את שני כסאות הילדים מן העליה, התישבה אתה על יד הכירה ולמדה אותה את מלאכת הסריגה.",NotDescriptive
50,משפחה - דבורה בארון,ושת אף הוא הוליד את אנוש.,NotDescriptive
51,משפחה - דבורה בארון,"עברוֹ דרך החצר, כי בקצה הרחוב נמצא ביתם, ומשם והלאה השתרעו השדות – מסמאים בימות הקיץ בזיו יֵרקם ובחורף בברק השלג",Descriptive
52,משפחה - דבורה בארון,"ויוֹלד אנוש את קינן, וקינן הוליד את מהללאל, וּמהללאל הוליד את ירד. ",NotDescriptive
53,משפחה - דבורה בארון,"בר קרבו ימי החורף לבוא, והעלים, נטולי חיות, נפלו ממעל על האנשים קלים כנוצות.",Descriptive
54,משפחה - דבורה בארון,"מנגד היו שדות הבּר עם חורשת הלבנים, ולמטה, הלאה שם, הנהר, אשר עכשיו, בהדוֹם קול הפטיש, נשמעה ברור המיתוֹ",Descriptive
55,משפחה - דבורה בארון,"יום השבּת נתוּן חציוֹ לאלהים, אולם את היום הראשון בשבוּע הקדיש ברוך כולו לבית",NotDescriptive
56,משפחה - דבורה בארון,"וכמו אז, בשבתה בבית חברותיה, נתנה את קולה בשיר.",NotDescriptive
57,משפחה - דבורה בארון,"אזני הנער, מתחת לשער השחור, האדימוּ עמוּקות מצביטות החבּה של זה",Descriptive
58,משפחה - דבורה בארון,"ולבשו אז ממעל לבגדי החול את קפּוֹטוֹת הקמלט, ופניהם נקיים עוד מן הרחצה של ערב שבת – ואז נראו כמוסיפים מן החול על הקודש.",Descriptive
59,משפחה - דבורה בארון,"אחרי החגים מת האיש והובא לקברות אבותיו,",NotDescriptive
60,משפחה - דבורה בארון,"בן שלש־עשרה בא כבר לעזור על יד אביו במפּחה, ואת משנתו שנה לו בשעות הערב לעצמו",NotDescriptive
61,משפחה - דבורה בארון,"שים, ואור של חסד על פניהן, קראו בפתחי הבתים ‘ברוך זוכר הברית’, ומנגדן שם למעלה, התגון עוד אות הפּלאים ורמז כי: ‘לא אוסיף לקלל עוד את האדמה, עוד כל ימי הארץ, זרע וקציר, קיץ וחורף, יום ולילה לא ישבּתוּ’.",Descriptive
62,משפחה - דבורה בארון,"בשמונת ימי החנוכה לא הלכו בני המשפחה, כמנהגם, אל הכפרים, ובראש חודש שבט הוחגה חתוּנה אצל אחד הקרובים, והאנשים לא יצאו שוב, אלא אל הישובים הסמוכים אל העירה.",NotDescriptive
63,משפחה - דבורה בארון,"בצהרי היום יכול מעתה לוי־נתן לשכב שעה למנוּחה בחדרה המרוּוח של האם, או בחורשת הלבנים הקרובה",NotDescriptive
64,משפחה - דבורה בארון,הבנינים עם גגות הקש כמו נתנמכו וּברק מוּזר היה לזגוּגיות בחלונות,Descriptive
65,משפחה - דבורה בארון,ואור של חסד על פניהן,Descriptive
66,משפחה - דבורה בארון,"איזו מנוחה, איזו מנוחה אחרי עשרים שנות עמידה על קרקע האדמה הנוקשה",NotDescriptive
67,משפחה - דבורה בארון,"מת אבנר במיטב שנותיו מהצטננות מצויה, לאחר שנתעה פעם, ביום גשם, לאדמת ביצה ביער.",NotDescriptive
68,משפחה - דבורה בארון,"על אדני החלונות העמידה צמחי בית בעציצים, ובחדר־המטות הוסיפה עוד לזה מסך כהה, מתקפל",Descriptive
69,משפחה - דבורה בארון,העלים ממעל נתרפרפו רפרוּף חרישי,Descriptive
70,משפחה - דבורה בארון,"ביום מהוּמה הכה בו פעם את בריוני ההר עד כי פג שכּרוֹנם, והם עמדו לנשק את כנף בגד הקמלט שלו, ומכאן ואילך, בהזדמנם אתו ברחוב, היו מצטדדים והולכים אגב הסברת פּנים משונה.",NotDescriptive
71,משפחה - דבורה בארון,בערב יום הכפורים התחזק עוד החולה ועמד על רגליו כדי לברכה,NotDescriptive
72,משפחה - דבורה בארון,"מהלך תנוּמה, והוא נרדם לקול דפיקות הפּטיש, כמו לקול הולם של שעון, אשר כוֹננוּ אותו אל נכון, בעתוֹ.",NotDescriptive
73,משפחה - דבורה בארון,"על שמלת אטלס, וזו נעשתה בטוב טעם, על חגורת תחרים עם סלסלה דקה בפי צוארונה.",Descriptive
74,משפחה - דבורה בארון,"שוּב באה שבּת ומחקה את כל סגוּפי החול, והשבוּעות חלפו בין כך ועברוּ.",NotDescriptive
75,משפחה - דבורה בארון,"בשעה שהאגסה לבלבה בצדי הגדר בחוץ, והנהר, למטה, השמיע המיה עמוקה, מלאה",Descriptive
76,משפחה - דבורה בארון,"חוליות־חוליות בשלשלת, שאינה נפסדת, כי על כן הולכת היא ומתחדשת תמיד.",Descriptive
77,משפחה - דבורה בארון,"ליזר, בן הששים, היה רק מביא מים ללישת הבצק מן הבאר; אָפה את הלחם ומכרוֹ בנו הגדול מאיר, והוּא גם לו נער רך בשנים, אשר למד עוד באחת הכתות ב’חדר' – חיים.",NotDescriptive
78,משפחה - דבורה בארון,"מת הוא במוֹצאי־שבּת אחת, באָביב,",NotDescriptive
79,משפחה - דבורה בארון,"לשורת המצבות בבית־הקברות נתוספה אבן, אשר ידים נשוּאות לברכה היו חקוקות עליה, ידי כהן, כי משפחת כהנים היתה זאת.",Descriptive
80,משפחה - דבורה בארון,"הוא פרש את ידיו משורגות הגידים, אשר העור צפד עליהן כקליפה על העץ היבש, וככה גם עמד עליה, כעץ בשלכתו",Descriptive
81,משפחה - דבורה בארון,"אחרי ‘צידוּק הדין’ פּרשו האנשים אל האצטבה אשר בפינת החצר ובכוּ ארוּכות, בכי משפּחה חם.",NotDescriptive
82,משפחה - דבורה בארון,"על שלשלת הדורות, היאך היא הולכת ומתהוה, מספר ספר המקרא בקיצור, כי הנה חי פלוני כך וכך שנים והוליד את אלמוני, ואחר חי אלמוני כך וכך שנים והוליד בנים וּבנות.",NotDescriptive
83,משפחה - דבורה בארון,"בעלי קומה היו כוּלם, ולהם זקנים עבוּתים היורדים בחשיבוּת על חזותיהם",Descriptive
84,משפחה - דבורה בארון,"הילדות נשארו בבית: בתיה, חנה־אסתר, מחלה וליבה, התאומות, ורחל־לאה הקטנה.
",NotDescriptive
85,משפחה - דבורה בארון,ערב היה קול שׂיח התפילה בנגוֹהוֹת יום הנוטה לערוֹב,Descriptive
86,משפחה - דבורה בארון,"שדות שוממים, שחורים משחור",Descriptive
87,משפחה - דבורה בארון,"תוך כדי התנודדה קלטה התינוקת בקצה העין את דמוּתה של האֵם כשהיא נצבת עליה כבירה ומחסית כאלהים, והיא הצטחקה מתוך דמדומי השינה.",NotDescriptive
88,משפחה - דבורה בארון,מן ה’חדרים' עלה בהמוּלה עזה כקול משק של מים על יד חוֹמת סכר,Descriptive
89,משפחה - דבורה בארון,"מפּני גוֹבה קומתם עשו להם האנשים בתים גדולים, בית־בית וקרפיפו עם דיר לעצים ומחסן לפשתה",Descriptive
90,משפחה - דבורה בארון,"מעשרת בניה שהיו לה שלחה חמשה החוצה, והם נפוֹצוּ בקצות העירה",NotDescriptive
91,משפחה - דבורה בארון,בבית אביה היתה זאת שעת הרוחה בערבים,NotDescriptive
92,משפחה - דבורה בארון,"עכשיו היה לפנים, קרוב כבר מאד, חג הפורים, ואחריו – ערב הפסח עם ההכנות, שהזמן מתמסמס ועובר בהן בקלות.",NotDescriptive
93,משפחה - דבורה בארון,"בנוּ בחצר עוד חדרים, ובהם חלונות גדולים",Descriptive
94,משפחה - דבורה בארון,"לא מרווח היה החדר, אבל מסודר יפה, עם שולחן משולש בפנה ויריעת בד מגוונת בין מטה למטה",Descriptive
95,משפחה - דבורה בארון,יש וביום אשר כזה נראתה קשת במרום והדקה בחישוּק אדיר את העירה מן הקצה עד הקצה,Descriptive
96,משפחה - דבורה בארון,"לידת חוץ היתה, בת מגיד מישרים, מאלה הקרואים ‘הרגליים’, איש עני אשר לא נמצא כל כסף נדוניה בידו, אבל יחש אבות היה לו, וכוחו רב במדרשי אגדה, וממנו למדה בתו לדבּר במליצוֹת, ובמסיבות המשפּחה אהבה היא – כאביה מעל הבימה – לדבּר, בשעה שעל האחרים מוטל היה רק להקשיב מתוך שתיקת הכנעה",NotDescriptive
97,משפחה - דבורה בארון,"בימות החול היו מחזרים בין הכפרים, והנשים הן אשר עסקו בחנוּך הבנים, והן גם אָפוּ, ובשלוּ וירדוּ אל הנהר לכבס, וּבקיץ יצאו עוד לעבוד בגנותיהן,",NotDescriptive
98,משפחה - דבורה בארון,"ליד ספי הבתים, בחוּץ, בקערותיהם, קערות העופרת, אשר לא תשברנה",Descriptive
99,משפחה - דבורה בארון,"מפּני חולשת בריאותה לא יכלה לבקר בבתי הקרובים, אולם את הלך הרוחות שם הבחינה תמיד לנכון, כשם שהבּרוֹמטר מבחין את מזג האויר אפילו בשעה שהוא צפוּן בבית פנימה",NotDescriptive
100,משפחה - דבורה בארון,"לאדם נולדו קין והבל ושת; וקין הוליד את חנוך, הוא חנוך אשר בימיו בנה אביו עיר.",NotDescriptive
101,משפחה - דבורה בארון,וצר להם המקום על יד הדלי עד כי לא תמכוּהוּ אלא איש־איש באצבּעוֹ.,Descriptive
102,משפחה - דבורה בארון,אלה תולדות המשפחה בעירה,NotDescriptive
103,משפחה - דבורה בארון,"אבל הבן הבין למלוא משמעו את הנאמר בפרשת השבוע ביצחק, אשר הביא את רבקה האהלה שרה אמו, ואשר אהבה וגם נחם אחרי אמו.",NotDescriptive
