,Story,Sentence,Type
71,“איפה הראש שלי” מאת תמי לבנת מלכה,סוף לאחיזה במציאות.,Descriptive
72,“איפה הראש שלי” מאת תמי לבנת מלכה,"לא נעלבתי מהפקידה, גם לא מהשומר בכניסה ולא רבתי עם אף אחד, הייתי אדיבה ומנומסת.",Descriptive
73,“איפה הראש שלי” מאת תמי לבנת מלכה,"שרנו שירים, המצאנו חרוזים מצחיקים וליטפנו את כל הכלבים שחלפו על פנינו.",Descriptive
74,“איפה הראש שלי” מאת תמי לבנת מלכה,הרגשתי שאני כבר לא נורמאלית.,NotDescriptive
75,“איפה הראש שלי” מאת תמי לבנת מלכה,ביהירותי האמנתי שאוכל לפתוח את לבו ולרפא אותו. ,NotDescriptive
76,“איפה הראש שלי” מאת תמי לבנת מלכה,", שרנו שירים, המצאנו חרוזים מצחיקים וליטפנו את כל הכלבים שחלפו על פנינו.",Descriptive
77,“איפה הראש שלי” מאת תמי לבנת מלכה,"ליואב גב חזק, זה דורש מכפות ידיי להפעיל כוח רב.",NotDescriptive
78,“איפה הראש שלי” מאת תמי לבנת מלכה,"והנה הוא, השיכור המתנדנד",Descriptive
79,“איפה הראש שלי” מאת תמי לבנת מלכה, התזתי טיפת בושם.,Descriptive
80,“איפה הראש שלי” מאת תמי לבנת מלכה,פתאום השתלט עליי פחד שאמות ובני יישאר יתום מאם.,NotDescriptive
81,“איפה הראש שלי” מאת תמי לבנת מלכה,אחר הצהריים יחלוף;,Descriptive
82,“איפה הראש שלי” מאת תמי לבנת מלכה,“רותי?… רק רגע…”,Descriptive
83,“איפה הראש שלי” מאת תמי לבנת מלכה," לא, היא חנקה אותו.",Descriptive
84,“איפה הראש שלי” מאת תמי לבנת מלכה,נתחנן יחד לשינה מתוקה.,NotDescriptive
85,“איפה הראש שלי” מאת תמי לבנת מלכה,נכנסתי לבנק והפקדתי את דמי השכירות החודשית. ,NotDescriptive
86,“איפה הראש שלי” מאת תמי לבנת מלכה,רוצים לטמטם את חושיי. ,NotDescriptive
87,“איפה הראש שלי” מאת תמי לבנת מלכה,"רותילה, שלום יקירה, מה שלומך? אני מתנצלת שנאלצת לחכות, היה לי בלבול קטן…”",Descriptive
88,“איפה הראש שלי” מאת תמי לבנת מלכה,"להוציא, להוציא, לפתוח. סדינים נקיים. מגבות. אל תציצי במראה, זה רק יסבך אותך. תסמכי על מה שיש.
",Descriptive
89,“איפה הראש שלי” מאת תמי לבנת מלכה,"רציתי לברוח הביתה אבל החזקתי את עצמי, ולחשתי כדי שלא יחשבו שאני משוגעת.",NotDescriptive
90,“איפה הראש שלי” מאת תמי לבנת מלכה," לא סימטרי, לא יפה, לא חינני, לא צעיר, לא מיוחד. שמנוני, גס, מחוספס, בוטה.",Descriptive
91,“איפה הראש שלי” מאת תמי לבנת מלכה,"עם יצור קטן וחסר ישע, וחרדות עד השמיים.",Descriptive
92,“איפה הראש שלי” מאת תמי לבנת מלכה,"שמוליק השתקן, שתמיד עסוק בסידור הבקבוקונים בחנות ונועץ בי מבטים כשאני משוטטת בין המדפים וחושב שאני לא שמה לב – החליט דווקא הבוקר לדבר אתי.",NotDescriptive
93,“איפה הראש שלי” מאת תמי לבנת מלכה," הוא חושב שכולם שקרנים- רק הוא לא, כולם מניאקים- רק הוא לא.",Descriptive
94,“איפה הראש שלי” מאת תמי לבנת מלכה,"בחיי, איזו חוצפה יש לאנשים! הם מתהלכים בלי טיפת נימוס וכבוד.",Descriptive
95,“איפה הראש שלי” מאת תמי לבנת מלכה,"אולי אברח יחד עם בני, אמשיך למלא את חובתי. ",NotDescriptive
96,“איפה הראש שלי” מאת תמי לבנת מלכה,כעת הלב לא דוהר.,Descriptive
97,“איפה הראש שלי” מאת תמי לבנת מלכה,אחר כך ארוץ לקחת את בני מהגן.,Descriptive
98,“איפה הראש שלי” מאת תמי לבנת מלכה,"למדתי להוציא המון חום מכפות ידיי ולהעביר אותו הלאה, לאן שצריך. ",Descriptive
99,“איפה הראש שלי” מאת תמי לבנת מלכה, האמהות מגיעות לקחת את המלאכים הקטנים. ,NotDescriptive
100,“איפה הראש שלי” מאת תמי לבנת מלכה,"אני ערומה מתחת לשכבות של שמיכות, הכרתי מעורפלת וקר לי.",Descriptive
101,“איפה הראש שלי” מאת תמי לבנת מלכה,הסתובבתי בשקט לכיוון חדר השינה.,NotDescriptive
102,“איפה הראש שלי” מאת תמי לבנת מלכה,"בנה לא רץ אליה, הוא שקוע בטירת אבירים. ",Descriptive
103,“איפה הראש שלי” מאת תמי לבנת מלכה,עדיין הרגשתי שאין מספיק חושך סביבי. ,NotDescriptive
104,“איפה הראש שלי” מאת תמי לבנת מלכה, אני מחליקה את אגודליי משני צידי עמוד השדרה שלה.,NotDescriptive
105,“איפה הראש שלי” מאת תמי לבנת מלכה,"שיר ילדים זה נחמד, אנסה להצחיק את עצמי. ",Descriptive
106,“איפה הראש שלי” מאת תמי לבנת מלכה,יואב יגיע ראשון לטיפול ואחריו זהבה.,Descriptive
107,“איפה הראש שלי” מאת תמי לבנת מלכה,"העולם הלך והצטמצם, הלך וסגר עליי.",NotDescriptive
108,“איפה הראש שלי” מאת תמי לבנת מלכה,אבל אסור לישון.,NotDescriptive
109,“איפה הראש שלי” מאת תמי לבנת מלכה,"המראות האיומות האלו! מראות בתקרה, מראות על כל הקירות, מראות על הצד החיצוני של דלתות הארונות.",Descriptive
110,“איפה הראש שלי” מאת תמי לבנת מלכה,היא זרקה את התינוק מהחלון כדי שתוכל לישון.,Descriptive
111,“איפה הראש שלי” מאת תמי לבנת מלכה,הגיעה השעה לצאת מהבית.,NotDescriptive
112,“איפה הראש שלי” מאת תמי לבנת מלכה,אני משחזרת בריחוק ובדיוק את הלילה הארור.,NotDescriptive
113,“איפה הראש שלי” מאת תמי לבנת מלכה,"אני לא זוכרת באילו תחמונים השתמשתי כדי לנער אותו מעליי, אבל די מהר חזרתי לדב הנוחר במלון.",Descriptive
114,“איפה הראש שלי” מאת תמי לבנת מלכה,נשטפתי זיעה.,NotDescriptive
115,“איפה הראש שלי” מאת תמי לבנת מלכה,"לטפל בכל מובן. עם כל המכשולים, המוגלה והשכבות העבות. עצירות. הלב שמסרב להיפתח. בורות, חללים שמולאו בקש.",Descriptive
116,“איפה הראש שלי” מאת תמי לבנת מלכה," עם יצור קטן וחסר ישע, וחרדות עד השמיים",Descriptive
117,“איפה הראש שלי” מאת תמי לבנת מלכה,אם אשאר אתו לבד אולי אלך לאיבוד,NotDescriptive
118,“איפה הראש שלי” מאת תמי לבנת מלכה,"האמהות יגיעו לפני שיחשיך ויתחילו עם השיחות המנומסות: חצי חקירות, חצי הערכות.",NotDescriptive
119,“איפה הראש שלי” מאת תמי לבנת מלכה," בכל מגע מחץ יש נמלה אחת שתשנא אותי, תנקום בי על השרירותיות, על האכזריות.",Descriptive
120,“איפה הראש שלי” מאת תמי לבנת מלכה, צריך להחזיק מעמד רק עוד קצת.,NotDescriptive
121,“איפה הראש שלי” מאת תמי לבנת מלכה,"הוצאתי את ראשי מהשמיכה ולעסתי את הקצה שלה וקיוויתי שהלחץ החזק על הלסת ירגיע אותי, אבל הלחץ על הלב והראש גבר.",NotDescriptive
122,“איפה הראש שלי” מאת תמי לבנת מלכה,"תקשיבי טוב. לא קרה כלום, לא השתנה דבר מאתמול. אנחנו אוהבים אותך וזקוקים לך, הכול בדיוק כמו אתמול. תנסי להירגע. תשתי הרבה מים.”",Descriptive
123,“איפה הראש שלי” מאת תמי לבנת מלכה, “אני אתקשר שוב מאוחר יותר לשמוע מה אתך.”,Descriptive
124,“איפה הראש שלי” מאת תמי לבנת מלכה,בזיכרוני עולה המשרתת של צ’כוב שכל מבוקשה היה לישון.,Descriptive
125,“איפה הראש שלי” מאת תמי לבנת מלכה,חשבתי שאם אכנס למיטה ואכסה את ראשי בשמיכה יהיה מספיק חשוך וההרגשה הרעה תחלוף מהר יותר. ,NotDescriptive
126,“איפה הראש שלי” מאת תמי לבנת מלכה,"אני משננת: אמרי תודה שהוא שיתק אותך, לא הרגשת כאב, בסך הכול צפית בסרט.",NotDescriptive
127,“איפה הראש שלי” מאת תמי לבנת מלכה,לא אעורר את זעם הנבואות.,Descriptive
128,“איפה הראש שלי” מאת תמי לבנת מלכה,אני מלצרית שמגישה קפה. “בבקשה.” אני לא שוכחת להוסיף חיוך רחב.,Descriptive
129,“איפה הראש שלי” מאת תמי לבנת מלכה,חלק מהתריסים חסרים ולא הצלחתי להיות בעלטה מוחלטת.,NotDescriptive
130,“איפה הראש שלי” מאת תמי לבנת מלכה,אמא תמיד אומרת שאפשר להסיר כל לכלוך,Descriptive
131,“איפה הראש שלי” מאת תמי לבנת מלכה,פס קפוא ומאלחש נמרח על בטני וגופי חש בתלישה.,NotDescriptive
132,“איפה הראש שלי” מאת תמי לבנת מלכה,אני חודרת עמוק יותר בקילופים של העור סביב הציפורנים.,NotDescriptive
133,“איפה הראש שלי” מאת תמי לבנת מלכה,ראותי ספגו אבק וחשתי סחרחורת. ,Descriptive
134,“איפה הראש שלי” מאת תמי לבנת מלכה,גופי לא נמצא בהתקפה. ,Descriptive
135,“איפה הראש שלי” מאת תמי לבנת מלכה,"בלי דאגות, רק חום נעים ומלטף, רק מנוחה מעצמי.",Descriptive
136,“איפה הראש שלי” מאת תמי לבנת מלכה,"הוא – מטר ותשעים וחמישה סנטימטרים, ואני כמעט מטר שמונים. הוא – נושק לשבעים, ואני בקושי בת עשרים.",NotDescriptive
137,“איפה הראש שלי” מאת תמי לבנת מלכה,במשך כל הטיול קילפתי את העור,NotDescriptive
138,“איפה הראש שלי” מאת תמי לבנת מלכה,אהיה צבועה ושקרנית.,Descriptive
139,“איפה הראש שלי” מאת תמי לבנת מלכה,והתחלתי לנשום.,NotDescriptive
140,“איפה הראש שלי” מאת תמי לבנת מלכה,תכף הוא יתקרב ויבקש כסף ויספר שהוא חולה באיידס.,Descriptive
141,“איפה הראש שלי” מאת תמי לבנת מלכה,"הוא משח את אצבעותיו בשמנים, משח את אבריי בשמנים, כדי שיוכל להחליק פנימה בקלות.",NotDescriptive
142,“איפה הראש שלי” מאת תמי לבנת מלכה,מצילים את התינוק ואז מסממים אותי.,NotDescriptive
143,“איפה הראש שלי” מאת תמי לבנת מלכה,"בחיי, איזו חוצפה יש לאנשים! הם מתהלכים בלי טיפת נימוס וכבוד. לא מתנצלים, דוחפים את האף שלהם לכל חור, מאחלים כל טוב ואז מגדפים.",Descriptive
144,“איפה הראש שלי” מאת תמי לבנת מלכה,"אטמתי את אוזניי וחשבתי על מיי, עוזרת הבית הפיליפינית שעובדת אצלנו",Descriptive
145,“איפה הראש שלי” מאת תמי לבנת מלכה,אני צורחת ולא מקשיבה לאף אחד.,Descriptive
146,“איפה הראש שלי” מאת תמי לבנת מלכה,אני צורחת ולא מקשיבה לאף אחד.,Descriptive
147,“איפה הראש שלי” מאת תמי לבנת מלכה,אסור שבעלי יראה אותה.,NotDescriptive
148,“איפה הראש שלי” מאת תמי לבנת מלכה,הם הורידו את הבגדים. החליטו להתחפש לשודדי-ים.,NotDescriptive
149,“איפה הראש שלי” מאת תמי לבנת מלכה,אני ניזונה מכעסים. אלו המחשבות החולות שמלוות את לידת בני.,NotDescriptive
150,“איפה הראש שלי” מאת תמי לבנת מלכה,"אצטרך לעשות סקס ברוך ואהבה, למצוא כוחות להיכנס למקלחת או למצוא כוחות להתאפק ולוותר על הניקיון ולהישאר עם ריחות לא שלי.",NotDescriptive
151,“איפה הראש שלי” מאת תמי לבנת מלכה,אתן לה טיפול מושלם.,NotDescriptive
152,“איפה הראש שלי” מאת תמי לבנת מלכה,נוטשת אותם עם הנקניקיות והולכת לחפש את הדרכון שלי.,NotDescriptive
153,“איפה הראש שלי” מאת תמי לבנת מלכה,אני מורחת את גופה הלא צעיר והלא זקן בשמן ארומאטי.,MightDescriptive
154,“איפה הראש שלי” מאת תמי לבנת מלכה,אני מפרשת מילים בצורה מוטעית.,NotDescriptive
155,“איפה הראש שלי” מאת תמי לבנת מלכה,"את רואה, את מסוגלת.",Descriptive
156,“איפה הראש שלי” מאת תמי לבנת מלכה,"טוב, אין ברירה.",NotDescriptive
157,“איפה הראש שלי” מאת תמי לבנת מלכה,"אני ערה ורועדת, פיסת בד מלבנית ירוקה מונעת מעיניי לראות את החיתוך.",Descriptive
158,“איפה הראש שלי” מאת תמי לבנת מלכה,אני מוחצת את ההווה כמו נמלים זעירות שמטיילות על השיש. ,Descriptive
159,“איפה הראש שלי” מאת תמי לבנת מלכה,עוד שעה מגיעה גברת רותי לטיפול,NotDescriptive
160,“איפה הראש שלי” מאת תמי לבנת מלכה,". פה ושם כתמי שמש, שומן עודף סביב המותניים, יובש מרוכז בנקודות מסוימות, סדקים זעירים, גיבנת קטנה באזור העורף",Descriptive
161,“איפה הראש שלי” מאת תמי לבנת מלכה,"יסיתי לשכב בשקט בלי לזוז, להחזיר את השלווה, להרגיש מפוכחת. ",MightDescriptive
162,“איפה הראש שלי” מאת תמי לבנת מלכה,לא טרחתי להיעלב.,NotDescriptive
163,“איפה הראש שלי” מאת תמי לבנת מלכה,אלוהים… מה קורה לי? אני חייבת להישאר שפויה. איפה הייתי? מה קרה לי? תנסי להיזכר. יש לך חצי שעה עד לגן. חצי שעה.,Descriptive
164,“איפה הראש שלי” מאת תמי לבנת מלכה," לך כבר, עכברוש דוחה! ",Descriptive
165,“איפה הראש שלי” מאת תמי לבנת מלכה,אני פותחת לה את הדלת תוך כדי השיחה הדמיונית.,NotDescriptive
166,“איפה הראש שלי” מאת תמי לבנת מלכה,אפשר להיחנק למוות מנקניקיות.,Descriptive
167,“איפה הראש שלי” מאת תמי לבנת מלכה,"כנסתי לחדר האמבטיה ולבשתי את הבגדים הכי מחמיאים שברשותי והסרתי את כל האיפור, ",NotDescriptive
168,“איפה הראש שלי” מאת תמי לבנת מלכה,"אני רוצה לראות את התינוק שלי והם מושכים את הזמן, מותחים אותי. ",NotDescriptive
169,“איפה הראש שלי” מאת תמי לבנת מלכה,אלך לי למשימות היום: לנקות ולישון. אני רוצה שיעזבו אותי לנפשי. כשתגיע השעה אאסוף את בני מהגן;,NotDescriptive
170,“איפה הראש שלי” מאת תמי לבנת מלכה,רק לא להיתקל בשכן או בשכנה.,NotDescriptive
171,“איפה הראש שלי” מאת תמי לבנת מלכה,"שוב דפיקות בדלת, ונכנס אבא שבא לקחת את בנו. הוא ממהר, הוא חנה על המדרכה.",Descriptive
172,“איפה הראש שלי” מאת תמי לבנת מלכה, אני מוכרחה להיפטר ממנו.,NotDescriptive
173,“איפה הראש שלי” מאת תמי לבנת מלכה,"הרוגע שלו עובר אליי, גופי לא נמצא בהתקפה.",MightDescriptive
174,“איפה הראש שלי” מאת תמי לבנת מלכה,מפתחות. את בטוחה שנעלת את הדלת? בדקי שוב.,Descriptive
175,“איפה הראש שלי” מאת תמי לבנת מלכה,"אני מציאותית ומרוחקת, המטלות לא חומקות ממני.",Descriptive
176,“איפה הראש שלי” מאת תמי לבנת מלכה,אני מחייכת לגננת.,NotDescriptive
177,“איפה הראש שלי” מאת תמי לבנת מלכה," לקחתי אותו לגן והלכנו יחד בשמחה, שרנו שירים, המצאנו חרוזים מצחיקים וליטפנו את כל הכלבים שחלפו על פנינו.",MightDescriptive
178,“איפה הראש שלי” מאת תמי לבנת מלכה,אני ממוקדת ומרגישה שהלחיצות החזקות חסרות תועלת כרגע.,NotDescriptive
179,“איפה הראש שלי” מאת תמי לבנת מלכה,"אסור לי לאבד הכרה, כי כך יוכל לבוא מישהו ולאנוס אותי.",NotDescriptive
180,“איפה הראש שלי” מאת תמי לבנת מלכה,"“טוב, בסדר.”",Descriptive
181,“איפה הראש שלי” מאת תמי לבנת מלכה,"אני מצליחה לשמוע דיבורים סביבי על יולדת היסטרית שלא הפסיקה לצרוח, ואני יודעת שהם מתכוונים אליי.",NotDescriptive
182,“איפה הראש שלי” מאת תמי לבנת מלכה,הקמטים. האין אונים. שדיים נפולים. כרס. שערות לבנות באשכים. ארבע זוגות רגליים ארוכות. צימוק מצומק,Descriptive
183,“איפה הראש שלי” מאת תמי לבנת מלכה,"איך הם רוצים שאחזיק את התינוק שלי? אני שוכבת ערומה מתחת לשכבות של שמיכות, וצינור מזרים רוח חמה.",Descriptive
184,“איפה הראש שלי” מאת תמי לבנת מלכה," אחצה באדום, אצליח להתחמק ממנו.",NotDescriptive
185,“איפה הראש שלי” מאת תמי לבנת מלכה,אני מנדנדת בעדינות את גבו.,NotDescriptive
186,“איפה הראש שלי” מאת תמי לבנת מלכה,ידיי מצליחות להיות במקום הנכון בזמן הנכון.,Descriptive
187,“איפה הראש שלי” מאת תמי לבנת מלכה,ברחוב חפרו וקדחו.,NotDescriptive
188,“איפה הראש שלי” מאת תמי לבנת מלכה,אני רוצה שתהייה לידי,NotDescriptive
189,“איפה הראש שלי” מאת תמי לבנת מלכה,אין לנו נושא משותף,NotDescriptive
190,“איפה הראש שלי” מאת תמי לבנת מלכה,"אגיע לרוסיה. אחפש את המשרתת של צ’כוב. איך קראו לה… וארקה, כן, שמה וארקה.",Descriptive
191,“איפה הראש שלי” מאת תמי לבנת מלכה,"הם משתוללים השלושה האלה, הקופצניות שלהם מפריעה",NotDescriptive
192,“איפה הראש שלי” מאת תמי לבנת מלכה,נשימותיה סדירות,Descriptive
193,“איפה הראש שלי” מאת תמי לבנת מלכה,נשאר רק דב.,NotDescriptive
194,“איפה הראש שלי” מאת תמי לבנת מלכה,"פה ושם כתמי שמש, שומן עודף סביב המותניים, יובש מרוכז בנקודות מסוימות, סדקים זעירים, גיבנת קטנה באזור העורף. ",Descriptive
195,“איפה הראש שלי” מאת תמי לבנת מלכה,הוא רואה רק את עצמו.,NotDescriptive
